Fecha Cierre,Client_ID,Resident_Capital,Client_Age_Years,Client_Sex,Client_Married,Amount_Last_Disbursement,n(Months)_Since_Last_Disbursement,n(Months)_Client_Relationship,n(Months)_LO_Active_Employee,Client_Status_Post3Months,Client_Status_Post6Months,LO_Active_Employee_Post3Months,LO_Active_Employee_Post6Months,n(Loans)_Outstanding_Maynas,n(Loans)_Outstanding_Other,n(Additional_Loans)_Post3Months,n(Additional_Loans)_Post6Months,Total_Accumulated_Interest_per_Client,LO_Active_Employee_Prior3Months,LO_Active_Employee_Prior6Months,n(Additional_Loans)_Pre3Months,n(Additional_Loans)_Pre6Months,LO_Changed,n(Months)_Change_LO
2019-02-28,1090200311057,0,60,0,1,5000.0,0,0,7,1,0,0,0,1,2,0,0,43,0,0,0,0,0,0
2019-02-28,1090200359190,0,38,0,0,3000.0,0,0,5,1,0,0,0,1,2,0,0,22,0,0,0,0,0,0
2019-02-28,1090200397831,0,58,0,1,7000.0,9,9,132,1,0,0,0,1,2,0,0,82,0,0,0,0,0,0
2019-02-28,1090200449733,0,47,0,0,27000.0,6,6,55,1,0,0,0,1,0,0,0,128,0,0,0,0,0,0
2019-02-28,1090200457230,0,63,1,1,5000.0,14,24,23,1,0,0,0,2,2,0,0,210,0,0,0,0,1,3
2019-02-28,1090200463281,0,26,0,0,14000.0,0,12,31,1,0,0,0,1,1,0,0,167,0,0,0,0,0,0
2019-02-28,1090200471828,0,51,0,1,40000.0,1,44,31,1,0,0,0,1,0,0,0,89,0,0,0,0,0,0
2019-02-28,1090200483311,0,63,1,1,4500.0,10,10,11,1,0,0,0,1,3,0,0,34,0,0,0,0,0,0
2019-02-28,1090200493881,0,44,1,0,25500.0,6,6,25,1,0,0,0,1,1,0,0,672,0,0,0,0,1,2
2019-02-28,1090200496928,0,38,0,0,2000.0,0,31,55,1,0,0,0,1,1,0,0,5,0,0,0,0,0,0
2019-02-28,1090200509698,0,38,1,1,15000.0,7,7,-4,1,0,0,0,1,2,0,0,160,0,0,0,0,1,3
2019-02-28,1090200519669,0,35,0,0,10000.0,6,6,23,1,0,0,0,1,4,0,0,74,0,0,0,0,0,0
2019-02-28,1090200544361,0,31,0,0,59500.0,6,6,31,1,0,0,0,1,3,0,0,192,0,0,0,0,1,5
2019-02-28,1090200551741,0,33,0,0,25500.0,1,1,23,1,0,0,0,1,0,0,0,62,0,0,0,0,0,0
2019-02-28,1090200552291,0,44,1,0,10000.0,0,0,31,1,0,0,0,1,1,0,0,139,0,0,0,0,0,0
2019-02-28,1090300021491,1,39,1,0,7000.0,9,9,91,1,0,0,0,1,4,0,0,120,0,0,0,0,0,0
2019-02-28,1090300023841,0,59,0,0,12000.0,6,6,22,1,0,0,0,1,2,0,0,116,0,0,0,0,0,0
2019-02-28,1090300089761,0,58,1,0,30000.0,6,6,20,1,0,0,0,1,0,0,0,122,0,0,0,0,0,0
2019-02-28,1090300166677,0,51,1,0,20000.0,0,0,6,1,0,0,0,1,2,0,0,278,0,0,0,0,0,0
2019-02-28,1090300168076,0,67,0,0,23000.0,1,1,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-02-28,1090300242071,0,48,0,0,29500.0,6,26,91,1,0,0,0,1,1,0,0,856,0,0,0,0,0,0
2019-02-28,1090300274917,0,48,0,0,35000.0,6,71,6,1,0,0,0,1,1,0,0,366,0,0,0,0,0,0
2019-02-28,1090300373010,0,46,0,0,15000.0,13,46,46,1,0,0,0,1,1,0,0,130,0,0,0,0,0,0
2019-02-28,1090300450383,0,47,1,0,50000.0,0,29,5,1,0,0,0,1,3,0,0,79,0,0,0,0,0,0
2019-02-28,1090300480185,0,61,0,0,50000.0,0,0,26,1,0,0,0,1,2,0,0,186,0,0,0,0,0,0
2019-02-28,1090300483958,0,36,0,0,60000.0,0,61,26,1,0,0,0,1,4,0,0,32,0,0,0,0,0,0
2019-02-28,1090300508870,0,40,1,0,15000.0,0,0,23,1,0,0,0,1,1,0,0,161,0,0,0,0,0,0
2019-02-28,1090300524131,0,59,1,0,100000.0,6,6,68,1,0,0,0,1,1,0,0,597,0,0,0,0,0,0
2019-02-28,1090300525618,0,41,0,0,5000.0,3,3,68,1,0,0,0,1,2,0,0,33,0,0,0,0,0,0
2019-02-28,1090300526185,0,74,0,1,20000.0,6,6,46,1,0,0,0,1,1,0,0,13,0,0,0,0,0,0
2019-02-28,1090300541061,1,63,0,1,4000.0,0,0,91,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2019-02-28,1090300560995,0,46,1,0,9000.0,0,15,46,1,0,0,0,1,3,0,0,83,0,0,0,0,0,0
2019-02-28,1090300573973,0,51,0,0,15000.0,6,6,12,1,0,0,0,1,2,0,0,3620,0,0,0,0,0,0
2019-02-28,1090400038172,1,43,1,0,60000.0,4,4,106,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019-02-28,1090400092151,0,47,1,0,50000.0,1,75,32,1,0,0,0,1,2,0,0,147,0,0,0,0,0,0
2019-02-28,1090400092312,1,53,0,0,19500.0,9,23,74,1,0,0,0,1,2,0,0,318,0,0,0,0,1,6
2019-02-28,1090400092894,0,39,1,0,35000.0,1,50,32,1,0,0,0,2,1,0,0,570,0,0,0,0,0,0
2019-02-28,1090400093491,1,39,0,0,100000.0,13,40,32,1,0,0,0,1,3,0,0,424,0,0,0,0,1,3
2019-02-28,1090400094013,1,35,1,0,40000.0,3,17,91,1,0,0,0,2,2,0,0,793,0,0,0,0,0,0
2019-02-28,1090400096717,1,33,0,0,39500.0,6,63,11,1,0,0,0,1,0,0,0,399,0,0,0,0,0,0
2019-02-28,1090400098639,1,53,1,0,15000.0,1,41,32,1,0,0,0,1,1,0,0,115,0,0,0,0,0,0
2019-02-28,1090400101800,1,31,1,0,10000.0,6,6,32,1,0,0,0,1,2,0,0,81,0,0,0,0,0,0
2019-02-28,1090400105619,0,56,0,1,25000.0,6,6,32,1,0,0,0,1,1,0,0,264,0,0,0,0,1,3
2019-02-28,1090400110272,0,46,0,0,13000.0,1,53,25,1,0,0,0,2,0,0,0,1038,0,0,0,0,0,0
2019-02-28,1090400111066,1,59,0,1,19500.0,8,24,16,1,0,0,0,1,2,0,0,282,0,0,0,0,0,0
2019-02-28,1090400112542,1,31,1,0,26000.0,7,17,46,1,0,0,0,1,2,0,0,214,0,0,0,0,0,0
2019-02-28,1090400112551,0,59,0,1,12000.0,1,65,91,1,0,0,0,2,2,0,0,931,0,0,0,0,0,0
2019-02-28,1090400113336,0,43,1,0,29500.0,11,28,32,1,0,0,0,1,1,0,0,250,0,0,0,0,0,0
2019-02-28,1090400113921,1,49,0,0,10200.0,4,55,72,1,0,0,0,1,2,0,0,86,0,0,0,0,0,0
2019-02-28,1090400120987,1,31,0,0,170000.0,0,84,74,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2019-02-28,1090400122122,1,64,0,1,165000.0,50,50,72,1,0,0,0,1,1,0,0,711,0,0,0,0,1,28
2019-02-28,1090400125288,1,37,1,0,39500.0,4,25,32,1,0,0,0,1,1,0,0,145,0,0,0,0,0,0
2019-02-28,1090400125369,1,74,0,1,105000.0,24,103,74,1,0,0,0,1,1,0,0,331,0,0,0,0,1,17
2019-02-28,1090400126314,1,30,1,0,28600.0,3,3,46,1,0,0,0,1,2,0,0,110,0,0,0,0,1,2
2019-02-28,1090400127078,1,45,1,0,13200.0,3,22,91,1,0,0,0,2,2,0,0,487,0,0,0,0,0,0
2019-02-28,1090400129356,1,33,0,0,38000.0,13,45,58,1,0,0,0,1,2,0,0,113,0,0,0,0,1,14
2019-02-28,1090400134236,1,31,1,0,35000.0,9,9,91,1,0,0,0,1,1,0,0,443,0,0,0,0,0,0
2019-02-28,1090400138991,1,39,1,0,6000.0,1,1,91,1,0,0,0,1,1,0,0,305,0,0,0,0,0,0
2019-02-28,1090400143791,1,31,1,0,25300.0,0,0,106,1,0,0,0,1,2,0,0,370,0,0,0,0,0,0
2019-02-28,1090400147231,1,40,0,0,70000.0,31,31,46,1,0,0,0,1,0,0,0,102,0,0,0,0,0,0
2019-02-28,1090400147796,1,40,0,0,70000.0,11,96,32,1,0,0,0,2,0,0,0,654,0,0,0,0,0,0
2019-02-28,1090400147826,0,35,1,0,43000.0,12,48,32,1,0,0,0,1,2,0,0,61,0,0,0,0,0,0
2019-02-28,1090400148571,0,63,0,0,5000.0,6,6,32,1,0,0,0,1,3,0,0,81,0,0,0,0,1,3
2019-02-28,1090400148946,1,59,0,1,5000.0,8,8,91,1,0,0,0,1,1,0,0,34,0,0,0,0,0,0
2019-02-28,1090400155268,1,31,1,0,29500.0,9,9,49,1,0,0,0,1,0,0,0,143,0,0,0,0,0,0
2019-02-28,1090400155659,1,71,1,0,10000.0,3,74,74,1,0,0,0,1,3,0,0,125,0,0,0,0,0,0
2019-02-28,1090400160296,1,36,1,0,55000.0,34,34,46,1,0,0,0,1,2,0,0,34,0,0,0,0,1,9
2019-03-31,1090100037206,1,65,1,1,10000.0,0,82,50,0,1,0,0,1,1,1,1,310,1,1,2,2,0,0
2019-03-31,1090100042293,1,65,0,1,21000.0,12,12,38,0,1,1,1,1,2,0,0,295,1,1,0,0,0,0
2019-03-31,1090100112968,1,53,1,1,15000.0,6,6,68,0,1,1,0,1,1,1,1,245,1,1,0,0,0,0
2019-03-31,1090100115738,1,59,1,1,36000.0,7,7,38,0,1,1,1,1,1,0,0,334,1,1,0,0,0,0
2019-03-31,1090100136956,1,57,1,0,5000.0,0,92,18,0,0,1,1,1,1,0,0,56,1,1,0,0,0,0
2019-03-31,1090100164216,1,67,1,1,45000.0,0,0,59,0,1,1,1,1,2,0,0,455,1,1,0,0,0,0
2019-03-31,1090100284271,1,69,1,0,10000.0,0,63,50,0,1,0,0,1,2,0,0,247,1,1,0,0,0,0
2019-03-31,1090100305049,0,54,0,0,29000.0,6,6,33,0,1,1,0,1,1,1,1,137,1,1,0,0,0,0
2019-03-31,1090100345709,1,54,1,0,5000.0,1,5,47,0,1,0,0,2,1,1,2,253,0,0,1,2,0,0
2019-03-31,1090100410098,1,50,1,1,25627.58,23,59,33,1,0,1,1,1,2,0,0,46,1,1,0,0,1,9
2019-03-31,1090100509221,1,43,1,1,9100.0,0,0,19,0,1,1,1,1,3,0,0,28,1,1,0,0,0,0
2019-03-31,1090100524654,1,50,1,1,5100.0,2,2,12,0,1,1,1,1,3,0,0,175,1,1,0,0,0,0
2019-03-31,1090100532720,1,61,0,1,29000.0,0,66,59,0,1,1,1,1,3,0,0,84,1,1,0,0,0,0
2019-03-31,1090100539333,1,68,1,1,10001.0,0,69,92,0,1,1,1,1,1,1,1,66,1,1,0,1,0,0
2019-03-31,1090100552178,1,38,1,0,60000.0,6,45,92,0,1,1,1,1,3,0,0,0,1,1,0,0,0,0
2019-03-31,1090100571938,1,58,1,1,22000.0,0,0,33,0,1,1,0,1,1,0,0,418,1,1,1,1,0,0
2019-03-31,1090100647314,1,58,1,0,25000.0,0,0,18,0,1,1,1,1,2,0,0,21,1,1,0,0,0,0
2019-03-31,1090100681903,1,36,1,0,150000.0,1,1,38,0,1,1,1,1,2,0,0,0,1,1,0,0,0,0
2019-03-31,1090100703346,1,43,0,0,20000.0,6,6,92,0,1,1,1,1,1,1,1,411,1,1,0,0,0,0
2019-03-31,1090100768936,1,38,1,0,7000.0,6,6,38,0,1,1,0,1,3,0,0,153,1,1,0,0,0,0
2019-03-31,1090100827851,1,46,0,1,8000.0,3,3,26,0,1,1,1,1,2,0,0,90,1,1,0,0,0,0
2019-03-31,1090100957402,1,32,1,0,2000.0,11,11,38,0,1,1,0,1,2,1,1,0,1,1,0,0,1,3
2019-03-31,1090100970671,0,56,0,0,40000.0,6,97,33,0,1,0,0,1,0,0,1,455,1,1,0,0,1,4
2019-03-31,1090101007157,1,34,0,0,3000.0,2,3,26,0,1,1,1,2,3,1,2,596,1,1,2,1,1,3
2019-03-31,1090101140230,1,46,1,0,20000.0,6,6,92,0,1,1,1,1,2,0,0,0,1,1,0,0,0,0
2019-03-31,1090101208951,1,42,0,0,12000.0,6,9,105,0,1,0,1,2,1,0,0,522,1,1,2,2,0,0
2019-03-31,1090101423436,0,76,0,1,50000.0,0,0,35,0,1,1,1,1,1,1,1,232,1,1,0,0,0,0
2019-03-31,1090101467654,0,35,0,0,19000.0,2,2,33,0,1,1,0,1,2,0,0,426,1,1,2,2,0,0
2019-03-31,1090101470167,0,31,1,0,20000.0,0,0,11,0,1,0,0,1,4,0,0,179,0,0,0,0,0,0
2019-03-31,1090101503910,1,55,1,0,15000.0,8,8,92,1,0,1,1,1,1,0,0,138,1,1,0,0,0,0
2019-03-31,1090101507605,1,45,1,0,10000.0,4,4,38,0,1,1,1,1,1,0,0,61,1,1,0,1,0,0
2019-03-31,1090101513478,1,64,1,0,29900.0,6,6,105,0,1,0,1,1,1,0,0,310,1,1,0,0,0,0
2019-03-31,1090101569139,1,44,0,0,35000.0,0,0,7,0,1,1,1,1,1,0,0,74,0,0,1,1,0,0
2019-03-31,1090200035629,0,63,0,0,21000.0,6,6,24,0,1,1,1,1,2,0,1,87,1,1,0,0,1,2
2019-03-31,1090200099244,0,51,1,0,30500.0,0,0,14,0,1,1,1,1,3,0,1,292,1,1,0,0,0,0
2019-03-31,1090200184608,0,52,1,0,45000.0,0,70,85,0,1,1,0,1,3,0,0,611,1,0,0,0,0,0
2019-03-31,1090200305391,0,62,1,0,55000.0,0,54,85,0,1,1,0,1,1,0,0,51,1,0,0,0,0,0
2019-03-31,1090200310603,0,51,1,0,220000.0,0,0,26,0,1,1,1,1,1,0,0,80,1,1,0,0,0,0
2019-03-31,1090200351911,0,34,1,0,200000.0,0,0,149,0,1,1,1,1,0,0,0,797,1,1,1,1,0,0
2019-03-31,1090200353001,0,42,1,0,60000.0,0,0,14,0,1,1,1,1,2,0,0,587,1,1,0,0,0,0
2019-03-31,1090200403521,0,64,1,1,15000.0,6,6,55,0,1,0,1,1,3,0,0,315,0,0,0,0,0,0
2019-03-31,1090200413178,0,50,0,0,3000.0,0,0,6,0,1,1,1,1,1,0,0,56,1,1,0,0,0,0
2019-03-31,1090200458767,0,34,0,0,10000.0,6,6,133,0,1,1,1,1,1,0,0,227,1,1,0,0,0,0
2019-03-31,1090200488364,0,49,1,0,21000.0,5,5,35,0,1,1,0,1,2,0,1,458,1,1,0,1,0,0
2019-03-31,1090200494836,0,51,0,0,35000.0,0,0,149,0,1,1,1,1,2,0,0,447,1,1,0,0,0,0
2019-03-31,1090200515833,0,57,1,0,30000.0,0,0,24,0,1,1,1,1,2,0,0,299,1,1,0,0,0,0
2019-03-31,1090200545350,0,50,0,0,40000.0,6,6,35,0,1,1,0,1,1,0,0,194,1,1,0,0,1,2
2019-03-31,1090200546429,0,59,1,0,11300.0,5,5,6,0,1,1,1,1,4,0,0,122,1,1,0,0,0,0
2019-03-31,1090200553034,0,46,0,0,30000.0,0,0,24,0,1,1,1,1,3,0,0,479,1,1,0,0,0,0
2019-03-31,1090200553409,0,40,1,0,10000.0,0,0,24,0,1,1,1,1,2,0,0,74,1,1,0,0,0,0
2019-03-31,1090200553531,0,45,0,0,40000.0,0,0,32,0,1,1,1,1,3,0,0,191,1,0,0,0,0,0
2019-03-31,1090200553727,0,31,1,1,20000.0,0,0,55,0,1,0,1,1,3,0,0,107,0,0,0,0,0,0
2019-03-31,1090300017256,0,76,0,1,15000.0,15,15,21,0,0,1,1,1,1,0,0,227,1,1,0,0,1,13
2019-03-31,1090300024538,0,41,0,1,35000.0,0,42,23,0,1,1,1,1,3,0,0,429,1,1,0,0,0,0
2019-03-31,1090300038822,0,73,0,1,39500.0,6,6,102,0,1,1,1,1,1,0,0,189,1,1,0,0,0,0
2019-03-31,1090300141399,0,60,0,0,200000.0,59,97,27,1,0,1,1,1,0,0,0,43,1,1,0,0,1,7
2019-03-31,1090300216542,0,62,1,0,250000.0,0,0,27,0,1,1,1,1,3,0,0,97,1,1,0,0,0,0
2019-03-31,1090300224332,0,56,0,0,30000.0,0,0,109,0,1,1,1,1,0,0,0,20,1,1,0,0,0,0
2019-03-31,1090300249700,0,67,1,0,40000.0,6,6,21,0,0,1,1,1,1,0,0,612,1,1,0,0,0,0
2019-03-31,1090300276987,0,51,0,0,30000.0,5,5,13,0,1,1,1,1,2,0,0,469,1,1,0,1,0,0
2019-03-31,1090300299928,0,41,0,0,18000.0,13,85,13,0,1,1,1,1,1,0,0,245,1,1,0,0,0,0
2019-03-31,1090300312291,0,44,0,1,36000.0,0,0,109,0,1,1,1,1,2,0,0,364,1,1,0,0,0,0
2019-03-31,1090300318922,0,52,1,1,50000.0,6,6,24,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0
2019-03-31,1090300334961,0,37,1,0,30000.0,0,0,6,0,1,0,0,1,2,0,0,319,1,0,0,0,0,0
2019-03-31,1090300418471,0,50,0,0,25000.0,1,70,69,0,1,1,1,1,0,0,0,405,1,1,0,0,0,0
2019-03-31,1090300474738,0,73,1,1,35000.0,6,6,13,0,1,1,1,1,2,0,0,0,1,1,0,0,0,0
2019-03-31,1090300498939,0,57,0,0,28000.0,32,32,21,0,0,1,1,1,1,0,0,107,1,1,0,0,1,26
2019-03-31,1090300517038,0,46,1,0,6000.0,3,3,69,0,1,1,1,1,2,0,1,120,1,1,0,1,0,0
2019-03-31,1090300541362,0,44,1,0,10000.0,0,30,13,0,1,1,1,1,2,0,0,237,1,1,0,0,0,0
2019-03-31,1090300549517,0,40,0,0,100000.0,0,25,21,0,1,1,1,1,0,0,0,797,1,1,0,0,0,0
2019-03-31,1090300574988,0,52,1,0,25000.0,6,6,7,0,1,1,0,1,1,0,1,229,1,1,0,0,0,0
2019-03-31,1090400141631,1,63,0,0,29500.0,0,0,18,0,1,1,1,1,0,0,1,471,1,1,0,0,0,0
2019-03-31,1090400162248,1,46,1,1,45000.0,1,47,47,0,1,1,1,1,1,0,1,868,1,1,1,1,0,0
2019-03-31,1090400162621,1,59,0,0,25000.0,7,7,92,0,1,1,1,1,0,0,0,439,1,1,0,0,0,0
2019-03-31,1090400163911,1,37,1,0,29500.0,5,50,12,0,1,1,1,1,2,0,0,163,1,1,0,1,0,0
2019-03-31,1090400165247,1,65,0,0,9440.0,10,37,73,1,1,1,1,1,0,0,1,136,1,1,0,1,0,0
2019-03-31,1090400166146,0,39,0,1,25000.0,1,40,33,0,1,0,0,1,1,0,0,172,1,1,1,1,0,0
2019-03-31,1090400167002,0,43,1,0,7700.0,4,44,33,0,1,0,0,2,2,0,1,409,1,1,2,1,1,4
2019-03-31,1090400168670,1,64,1,1,19500.0,0,78,19,0,1,1,1,1,2,0,0,473,1,1,1,1,0,0
2019-03-31,1090400172511,0,59,0,1,45000.0,3,49,33,0,1,0,0,1,2,0,1,336,1,1,0,1,1,4
2019-03-31,1090400174815,1,52,1,0,29500.0,5,5,19,0,1,1,1,1,1,0,1,288,1,1,0,0,0,0
2019-03-31,1090400175315,1,36,1,1,35000.0,3,23,73,0,1,1,1,2,2,0,0,627,1,1,2,2,0,0
2019-03-31,1090400176150,0,40,0,0,40000.0,18,52,33,1,1,0,0,1,2,0,1,54,1,1,0,0,1,16
2019-03-31,1090400177181,1,35,0,0,35000.0,14,31,92,0,1,1,1,1,2,0,0,121,1,1,0,0,0,0
2019-03-31,1090400180017,1,48,0,1,53000.0,6,70,73,0,1,1,1,2,1,1,1,526,1,1,2,2,0,0
2019-03-31,1090400181030,1,59,1,0,7000.0,6,11,92,0,1,1,1,2,1,0,0,422,1,1,2,2,0,0
2019-03-31,1090400181749,1,38,1,0,7000.0,0,0,38,0,1,1,0,1,1,0,0,48,1,1,0,0,0,0
2019-03-31,1090400182214,1,62,1,0,35000.0,10,10,68,0,1,1,0,1,2,0,0,181,1,1,0,0,1,9
2019-03-31,1090400182834,0,59,0,0,50000.0,2,41,33,0,1,0,0,1,1,0,0,651,1,1,1,2,0,0
2019-03-31,1090400183113,1,52,0,0,3000.0,6,36,73,0,0,1,1,1,3,0,0,33,1,1,0,1,0,0
2019-03-31,1090400186295,1,60,1,0,11000.0,7,64,75,0,1,1,1,1,2,0,1,106,1,1,0,0,0,0
2019-03-31,1090400187861,1,44,1,0,60000.0,3,56,73,0,1,1,1,1,0,1,1,573,1,1,0,2,0,0
2019-03-31,1090400190501,0,38,1,0,28000.0,1,12,33,0,1,0,0,1,1,0,0,241,1,1,1,1,0,0
2019-03-31,1090400190934,1,34,0,0,16000.0,14,32,105,0,1,0,1,1,2,0,0,142,1,1,0,0,1,7
2019-03-31,1090400191752,1,56,0,0,5000.0,1,58,26,1,0,1,1,1,1,0,0,263,1,1,1,0,0,0
2019-03-31,1090400192392,0,40,1,0,120000.0,0,57,75,0,1,1,1,1,0,0,1,948,1,1,2,3,0,0
2019-03-31,1090400192805,1,45,0,0,200000.0,30,57,73,1,0,1,1,1,0,0,0,93,1,1,0,0,1,27
2019-03-31,1090400196347,1,38,1,0,39000.0,7,29,47,1,1,1,1,1,1,0,1,99,1,1,0,0,0,0
2019-03-31,1090400199273,1,27,0,0,50000.0,10,25,26,0,1,1,1,1,0,0,0,0,1,1,0,0,1,3
2019-03-31,1090400200611,1,56,0,0,43500.0,6,6,92,0,1,1,1,1,1,0,1,541,1,1,0,0,0,0
2019-03-31,1090400206121,1,34,1,1,29000.0,3,3,75,0,1,1,1,1,0,0,0,249,1,1,0,0,0,0
2019-03-31,1090400206849,1,64,0,1,7800.0,0,7,38,0,1,1,0,1,2,0,0,157,1,1,1,1,0,0
2019-04-30,1090100006301,1,45,1,0,30000.0,6,6,27,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
2019-04-30,1090100017345,1,68,1,0,19500.0,1,6,34,1,0,0,0,2,1,0,0,822,0,0,0,0,0,0
2019-04-30,1090100045276,1,50,1,0,5000.0,7,10,27,1,0,0,0,2,2,0,0,115,0,0,0,0,0,0
2019-04-30,1090100222283,1,73,0,1,3000.0,6,6,60,1,0,0,0,1,1,0,0,53,0,0,0,0,0,0
2019-04-30,1090100251879,1,68,1,0,15000.0,6,6,48,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0
2019-04-30,1090100267406,1,49,1,1,29500.0,6,6,27,1,0,0,0,1,0,0,0,259,0,0,0,0,0,0
2019-04-30,1090100329584,1,50,1,1,3500.0,0,6,48,1,0,0,0,2,3,0,0,220,0,0,0,0,0,0
2019-04-30,1090100339342,1,50,1,0,29500.0,6,6,19,1,0,0,0,1,1,0,0,766,0,0,0,0,0,0
2019-04-30,1090100384780,1,40,1,0,21000.0,5,5,19,1,0,0,0,1,4,0,0,382,0,0,0,0,0,0
2019-04-30,1090100404276,1,45,1,0,27000.0,6,94,48,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2019-04-30,1090100498963,1,49,0,0,59992.0,0,0,13,1,0,0,0,1,3,0,0,127,0,0,0,0,0,0
2019-04-30,1090100505315,1,42,0,0,45000.0,6,6,50,1,0,0,0,1,4,0,0,313,0,0,0,0,0,0
2019-04-30,1090100573256,1,46,1,0,80000.0,1,1,93,1,0,0,0,1,0,0,0,1195,0,0,0,0,0,0
2019-04-30,1090100620645,1,52,1,0,6000.0,0,6,19,1,0,0,0,2,1,0,0,176,0,0,0,0,0,0
2019-04-30,1090100697214,1,36,1,0,15000.0,3,3,19,1,0,0,0,1,5,0,0,76,0,0,0,0,1,2
2019-04-30,1090100697893,1,43,0,0,20001.0,1,1,93,1,0,0,0,1,0,0,0,567,0,0,0,0,0,0
2019-04-30,1090100737569,1,62,1,0,25000.0,3,3,34,1,0,0,0,1,1,0,0,94,0,0,0,0,0,0
2019-04-30,1090100806081,1,72,1,0,80000.0,6,6,93,1,0,0,0,1,0,0,0,159,0,0,0,0,0,0
2019-04-30,1090100849537,1,43,1,0,8000.0,2,2,13,1,0,0,0,1,2,0,0,275,0,0,0,0,0,0
2019-04-30,1090101061453,1,35,1,0,9500.0,0,6,19,1,0,0,0,2,2,0,0,383,0,0,0,0,0,0
2019-04-30,1090101254871,1,39,0,0,3000.0,2,2,48,1,0,0,0,1,1,0,0,93,0,0,0,0,0,0
2019-04-30,1090101398857,1,27,0,0,40000.0,6,6,34,1,0,0,0,1,2,0,0,477,0,0,0,0,0,0
2019-04-30,1090101498169,0,60,0,1,60000.0,0,0,45,1,0,0,0,1,1,0,0,767,0,0,0,0,0,0
2019-04-30,1090101545922,1,26,1,0,15000.0,6,6,91,1,0,0,0,1,2,0,0,190,0,0,0,0,1,2
2019-04-30,1090101548425,1,24,0,0,69000.0,0,0,69,1,0,0,0,1,1,0,0,476,0,0,0,0,0,0
2019-04-30,1090200004952,0,57,0,1,30000.0,0,108,150,1,0,0,0,1,3,0,0,299,0,0,0,0,0,0
2019-04-30,1090200016101,0,76,0,1,50000.0,6,104,13,1,0,0,0,1,1,0,0,153,0,0,0,0,0,0
2019-04-30,1090200028932,0,61,0,1,120000.0,0,38,36,1,0,0,0,1,1,0,0,777,0,0,0,0,0,0
2019-04-30,1090200120197,0,46,0,0,8000.0,0,0,6,1,0,0,0,1,2,0,0,156,0,0,0,0,0,0
2019-04-30,1090200142913,0,55,0,0,60000.0,0,0,4,1,0,0,0,1,3,0,0,606,0,0,0,0,0,0
2019-04-30,1090200241440,0,57,1,0,60000.0,0,0,134,1,0,0,0,1,1,0,0,799,0,0,0,0,0,0
2019-04-30,1090200286915,0,62,0,0,55000.0,6,122,56,1,0,0,0,1,0,0,0,429,0,0,0,0,1,2
2019-04-30,1090200287164,0,70,1,0,70000.0,0,0,56,1,0,0,0,1,1,0,0,782,0,0,0,0,0,0
2019-04-30,1090200304301,0,66,0,1,25000.0,2,98,13,1,0,0,0,1,3,0,0,116,0,0,0,0,0,0
2019-04-30,1090200372773,0,34,1,0,32000.0,6,6,25,1,0,0,0,1,2,0,0,93,0,0,0,0,1,3
2019-04-30,1090200393851,0,51,1,0,10000.0,14,14,134,1,0,0,0,1,1,0,0,53,0,0,0,0,0,0
2019-04-30,1090200397571,0,63,0,0,40000.0,6,6,57,1,0,0,0,1,0,0,0,89,0,0,0,0,0,0
2019-04-30,1090200404888,0,44,0,0,10000.0,1,6,57,1,0,0,0,2,2,0,0,344,0,0,0,0,0,0
2019-04-30,1090200439584,0,37,0,0,5000.0,11,11,33,1,0,0,0,1,1,0,0,22,0,0,0,0,0,0
2019-04-30,1090200525235,0,29,0,0,10000.0,3,3,13,1,0,0,0,1,1,0,0,124,0,0,0,0,0,0
2019-04-30,1090200527165,0,46,1,0,3000.0,4,4,36,1,0,0,0,1,2,0,0,27,0,0,0,0,0,0
2019-04-30,1090200547786,0,29,0,0,50000.0,4,4,7,1,0,0,0,1,0,0,0,505,0,0,0,0,0,0
2019-04-30,1090200553786,0,40,0,0,50000.0,1,1,33,1,0,0,0,1,1,0,0,771,0,0,0,0,0,0
2019-04-30,1090200553816,0,41,0,0,8000.0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2019-04-30,1090200554171,0,38,1,1,45000.0,0,0,25,1,0,0,0,1,3,0,0,647,0,0,0,0,0,0
2019-04-30,1090200554618,0,34,0,0,25500.0,0,0,25,1,0,0,0,1,1,0,0,305,0,0,0,0,0,0
2019-04-30,1090200555053,0,62,0,0,68000.0,0,0,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2019-04-30,1090300091651,0,38,1,0,35000.0,0,0,8,1,0,0,0,1,4,0,0,316,0,0,0,0,0,0
2019-04-30,1090300156671,0,41,1,1,31000.0,0,0,0,1,0,0,0,1,2,0,0,164,0,0,0,0,0,0
2019-04-30,1090300169331,0,68,0,0,20500.0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2019-04-30,1090300180874,0,41,1,0,20000.0,6,95,25,1,0,0,0,1,2,0,0,181,0,0,0,0,0,0
