Fecha Cierre,Client_ID,Resident_Iquitos,Client_Age_Years,Client_Sex,Client_Married,Amount_Last_Disbursement,n(Months)_Since_Last_Disbursement,n(Months)_Client_Relationship,n(Months)_LO_Active_Employee,Client_Status_Post3Months,Client_Status_Post6Months,LO_Active_Employee_Post3Months,LO_Active_Employee_Post6Months,n(Loans)_Outstanding_Maynas,n(Loans)_Outstanding_Other,n(Additional_Loans)_Post3Months,n(Additional_Loans)_Post6Months,Total_Accumulated_Interest_per_Client,LO_Active_Employee_Prior3Months,LO_Active_Employee_Prior6Months,n(Additional_Loans)_Pre3Months,n(Additional_Loans)_Pre6Months,LO_Changed,n(Months)_Change_LO
2020-04-30,1090101460943,1,29,0,0,30100.0,12,12,46,0,0,0,0,1,0,0,0,59,0,0,0,0,0,0
2020-04-30,1090101478702,1,28,0,0,50000.0,6,36,25,0,0,0,0,1,0,0,0,1322,0,0,0,0,0,0
2020-04-30,1090101495241,1,30,1,0,16000.0,6,6,72,0,0,0,0,1,3,0,0,694,0,0,0,0,0,0
2020-04-30,1090101515683,1,39,1,0,26000.0,7,7,18,0,0,0,0,1,2,0,0,714,0,0,0,0,0,0
2020-04-30,1090101517783,1,30,1,0,25000.0,7,7,8,0,0,0,0,1,2,0,0,286,0,0,0,0,0,0
2020-04-30,1090101527932,1,42,1,0,10000.0,6,6,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2020-04-30,1090101588494,1,36,0,0,31000.0,12,12,8,0,0,0,0,1,1,0,0,244,0,0,0,0,0,0
2020-04-30,1090101622579,1,76,1,1,5000.0,6,6,20,0,0,0,0,1,2,0,0,76,0,0,0,0,0,0
2020-04-30,1090200000264,0,74,1,0,12000.0,6,6,146,0,0,0,0,1,4,0,0,709,0,0,0,0,0,0
2020-04-30,1090200003212,0,70,0,1,20050.0,1,1,6,0,0,0,0,1,1,0,0,691,0,0,0,0,0,0
2020-04-30,1090200007943,0,51,0,0,20000.0,2,2,6,0,0,0,0,1,2,0,0,253,0,0,0,0,0,0
2020-04-30,1090200013447,0,41,0,0,70000.0,3,3,6,0,0,0,0,1,5,0,0,2426,0,0,0,0,0,0
2020-04-30,1090200016641,0,66,0,0,30000.0,3,3,37,0,0,0,0,1,1,0,0,692,0,0,0,0,0,0
2020-04-30,1090200019488,0,64,0,0,50000.0,49,104,12,0,0,0,0,1,1,0,0,261,0,0,0,0,0,0
2020-04-30,1090200020362,0,66,0,1,30000.0,1,107,162,0,0,0,0,2,3,0,0,2486,0,0,0,0,0,0
2020-04-30,1090200021318,0,45,0,0,31000.0,14,18,98,0,0,0,0,1,3,0,0,162,0,0,0,0,0,0
2020-04-30,1090200024911,0,57,1,1,4000.0,5,5,10,0,0,0,0,1,2,0,0,48,0,0,0,0,0,0
2020-04-30,1090200026719,0,73,0,0,40000.0,6,6,146,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2020-04-30,1090200031020,0,65,1,0,20000.0,1,1,7,0,0,0,0,1,2,0,0,927,0,0,0,0,0,0
2020-04-30,1090200041459,0,43,0,0,20000.0,2,5,98,0,0,0,0,2,2,0,0,1836,0,0,0,0,0,0
2020-04-30,1090200044474,0,62,0,0,30000.0,6,6,6,0,0,0,0,1,3,0,0,541,0,0,0,0,0,0
2020-04-30,1090200045837,0,57,0,0,3000.0,1,19,9,0,0,0,0,1,2,0,0,14,0,0,0,0,0,0
2020-04-30,1090200058726,0,57,1,1,58000.0,6,75,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-04-30,1090200080683,0,57,1,0,3000.0,1,1,16,0,0,0,0,1,1,0,0,74,0,0,0,0,0,0
2020-04-30,1090200081400,0,63,1,1,110000.0,12,12,162,0,0,0,0,1,2,0,0,2454,0,0,0,0,0,0
2020-04-30,1090200089559,0,55,0,0,60000.0,4,118,5,0,0,0,0,1,1,0,0,1545,0,0,0,0,0,0
2020-04-30,1090200089885,0,58,1,1,150000.0,13,38,162,0,0,0,0,2,1,0,0,4639,0,0,0,0,0,0
2020-04-30,1090200102148,0,48,1,1,1000.0,8,99,7,0,0,0,0,1,2,0,0,28,0,0,0,0,1,9
2020-04-30,1090200110566,0,51,1,0,3000.0,6,6,98,0,0,0,0,1,4,0,0,90,0,0,0,0,0,0
2020-04-30,1090200122271,0,58,0,0,5000.0,3,3,5,0,0,0,0,1,2,0,0,99,0,0,0,0,0,0
2020-04-30,1090200130885,0,55,0,0,3500.0,2,2,19,0,0,0,0,1,2,0,0,151,0,0,0,0,0,0
2020-04-30,1090200142794,0,39,0,0,30100.0,2,2,30,0,0,0,0,1,1,0,0,592,0,0,0,0,0,0
2020-04-30,1090200164429,0,45,1,0,4000.0,6,6,9,0,0,0,0,1,3,0,0,175,0,0,0,0,1,4
2020-04-30,1090200168904,0,62,0,0,195000.0,2,109,12,0,0,0,0,1,0,0,0,2155,0,0,0,0,0,0
2020-04-30,1090200184977,0,56,0,0,31000.0,8,8,2,0,0,0,0,1,0,0,0,204,0,0,0,0,0,0
2020-04-30,1090200198439,0,65,0,1,10000.0,3,3,6,0,0,0,0,1,2,0,0,501,0,0,0,0,0,0
2020-04-30,1090200200492,0,40,0,0,30000.0,2,2,23,0,0,0,0,1,1,0,0,1317,0,0,0,0,0,0
2020-04-30,1090200200620,0,72,1,1,15000.0,9,9,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2020-04-30,1090200208736,0,61,1,1,10000.0,3,12,98,0,0,0,0,2,1,0,0,265,0,0,0,0,0,0
2020-04-30,1090200215007,0,45,0,0,50000.0,9,9,12,0,0,0,0,1,1,0,0,1623,0,0,0,0,1,9
2020-04-30,1090200233595,0,52,1,0,20100.0,2,2,6,0,0,0,0,1,1,0,0,243,0,0,0,0,0,0
2020-04-30,1090200240290,0,59,0,0,80000.0,2,2,6,0,0,0,0,1,2,0,0,2599,0,0,0,0,0,0
2020-04-30,1090200252786,0,54,0,1,4000.0,7,7,3,0,0,0,0,1,1,0,0,117,0,0,0,0,0,0
2020-04-30,1090200255823,0,79,0,0,30000.0,10,10,98,0,0,0,0,1,1,0,0,1041,0,0,0,0,0,0
2020-04-30,1090200273503,0,61,0,0,15000.0,5,9,5,0,0,0,0,2,1,0,0,1649,0,0,0,0,0,0
2020-04-30,1090200281166,0,43,0,0,20100.0,4,4,8,0,0,0,0,1,1,0,0,68,0,0,0,0,0,0
2020-04-30,1090200286541,0,47,1,0,18000.0,7,7,4,0,0,0,0,1,3,0,0,598,0,0,0,0,0,0
2020-04-30,1090200294616,0,59,0,0,31000.0,7,7,37,0,0,0,0,1,1,0,0,377,0,0,0,0,0,0
2020-04-30,1090200302864,0,42,0,0,20000.0,3,93,12,0,0,0,0,1,2,0,0,860,0,0,0,0,0,0
2020-04-30,1090200310115,0,40,0,0,34000.0,5,5,19,0,0,0,0,1,4,0,0,1279,0,0,0,0,0,0
2020-04-30,1090200317195,0,53,0,0,6000.0,12,12,12,0,0,0,0,1,3,0,0,74,0,0,0,0,1,10
2020-04-30,1090200321117,0,44,1,0,5000.0,4,4,19,0,0,0,0,1,2,0,0,931,0,0,0,0,0,0
2020-04-30,1090200322156,0,45,1,0,10000.0,3,3,5,0,0,0,0,1,2,0,0,379,0,0,0,0,0,0
2020-04-30,1090200322598,0,45,1,0,10500.0,8,8,37,0,0,0,0,1,2,0,0,269,0,0,0,0,1,8
2020-04-30,1090200334669,0,33,1,0,40000.0,4,4,6,0,0,0,0,1,2,0,0,1700,0,0,0,0,0,0
2020-04-30,1090200336742,0,49,1,0,35000.0,4,4,5,0,0,0,0,1,3,0,0,1009,0,0,0,0,0,0
2020-04-30,1090200343510,0,54,0,1,10000.0,14,14,9,0,0,0,0,1,1,0,0,280,0,0,0,0,0,0
2020-04-30,1090200349399,0,38,1,0,8000.0,8,8,45,0,0,0,0,1,4,0,0,244,0,0,0,0,0,0
2020-04-30,1090200357375,0,68,0,0,10100.0,2,2,19,0,0,0,0,1,1,0,0,459,0,0,0,0,0,0
2020-04-30,1090200362239,0,59,0,0,3000.0,4,4,6,0,0,0,0,1,2,0,0,159,0,0,0,0,0,0
2020-04-30,1090200364576,0,51,0,0,15500.0,8,87,37,0,0,0,0,1,5,0,0,561,0,0,0,0,0,0
2020-04-30,1090200367648,0,32,1,0,8000.0,12,12,98,0,0,0,0,1,3,0,0,346,0,0,0,0,0,0
2020-04-30,1090200375624,0,48,0,0,15000.0,4,33,12,0,0,0,0,1,3,0,0,665,0,0,0,0,0,0
2020-04-30,1090200381870,0,53,1,0,35000.0,7,16,10,0,0,0,0,1,2,0,0,868,0,0,0,0,0,0
2020-04-30,1090200382434,0,54,0,0,30000.0,13,13,10,0,0,0,0,1,1,0,0,937,0,0,0,0,1,12
2020-04-30,1090200387657,0,37,0,0,6000.0,4,75,10,0,0,0,0,1,1,0,0,220,0,0,0,0,0,0
2020-04-30,1090200390259,0,52,0,1,35000.0,10,10,98,0,0,0,0,1,0,0,0,972,0,0,0,0,0,0
2020-04-30,1090200391735,0,63,1,0,70000.0,3,3,99,0,0,0,0,1,1,0,0,773,0,0,0,0,0,0
2020-04-30,1090200399019,0,45,0,0,25000.0,6,10,23,0,0,0,0,2,0,0,0,984,0,0,0,0,1,7
2020-04-30,1090200403377,0,44,0,0,20000.0,14,14,9,0,0,0,0,1,2,0,0,244,0,0,0,0,0,0
2020-04-30,1090200403962,0,43,0,0,5000.0,3,3,72,0,0,0,0,1,2,0,0,199,0,0,0,0,0,0
2020-04-30,1090200409022,0,50,1,0,3000.0,12,12,19,0,0,0,0,1,2,0,0,19,0,0,0,0,0,0
2020-04-30,1090200412015,0,69,1,0,26000.0,12,12,12,0,0,0,0,1,1,0,0,1157,0,0,0,0,1,8
2020-04-30,1090200416461,0,53,1,0,4200.0,6,6,98,0,0,0,0,1,1,0,0,106,0,0,0,0,0,0
2020-04-30,1090200430528,0,52,0,0,15000.0,8,8,146,0,0,0,0,1,2,0,0,150,0,0,0,0,0,0
2020-04-30,1090200433888,0,44,1,0,35000.0,10,10,23,0,0,0,0,1,0,0,0,661,0,0,0,0,0,0
2020-04-30,1090200452688,0,40,0,0,27000.0,7,7,12,0,0,0,0,1,0,0,0,896,0,0,0,0,0,0
2020-04-30,1090200457868,0,62,0,1,10000.0,7,7,12,0,0,0,0,1,1,0,0,418,0,0,0,0,0,0
2020-04-30,1090200463167,0,31,1,0,4000.0,8,8,10,0,0,0,0,1,3,0,0,112,0,0,0,0,0,0
2020-04-30,1090200464341,0,62,1,1,5000.0,9,9,3,0,0,0,0,1,2,0,0,190,0,0,0,0,0,0
2020-04-30,1090200466387,0,30,1,0,39000.0,4,4,37,0,0,0,0,1,0,0,0,1424,0,0,0,0,0,0
2020-04-30,1090200474894,0,36,0,0,60000.0,12,56,7,0,0,0,0,1,0,0,0,1341,0,0,0,0,0,0
2020-04-30,1090200483851,0,47,0,0,2800.0,8,8,37,0,0,0,0,1,1,0,0,7,0,0,0,0,1,8
2020-04-30,1090200485152,0,31,1,0,30100.0,1,1,6,0,0,0,0,1,0,0,0,1096,0,0,0,0,0,0
2020-04-30,1090200487210,0,27,0,0,20000.0,5,5,12,0,0,0,0,1,1,0,0,767,0,0,0,0,0,0
2020-04-30,1090200490881,0,45,0,0,30000.0,7,7,3,0,0,0,0,1,1,0,0,883,0,0,0,0,1,7
2020-04-30,1090200500721,0,46,1,0,7000.0,4,16,45,0,0,0,0,1,3,0,0,127,0,0,0,0,0,0
2020-04-30,1090200502341,0,56,1,0,10000.0,4,4,45,0,0,0,0,1,3,0,0,314,0,0,0,0,0,0
2020-04-30,1090200502880,0,44,1,0,8000.0,6,6,45,0,0,0,0,1,4,0,0,356,0,0,0,0,0,0
2020-04-30,1090200503487,0,30,1,0,25000.0,5,5,45,0,0,0,0,1,2,0,0,541,0,0,0,0,0,0
2020-04-30,1090200513083,0,42,0,0,22000.0,14,14,9,0,0,0,0,1,2,0,0,795,0,0,0,0,0,0
2020-04-30,1090200514861,0,59,1,0,6000.0,4,4,10,0,0,0,0,1,4,0,0,411,0,0,0,0,0,0
2020-04-30,1090200519251,0,27,0,0,15000.0,8,8,45,0,0,0,0,1,5,0,0,506,0,0,0,0,0,0
2020-04-30,1090200522660,0,45,0,0,10000.0,7,7,12,0,0,0,0,1,3,0,0,124,0,0,0,0,0,0
2020-04-30,1090200522805,0,33,1,0,5000.0,13,13,12,0,0,0,0,1,1,0,0,36,0,0,0,0,1,8
2020-04-30,1090200523151,0,41,0,0,5000.0,1,1,6,0,0,0,0,1,2,0,0,33,0,0,0,0,0,0
2020-04-30,1090200523224,0,62,0,0,35000.0,5,5,6,0,0,0,0,1,1,0,0,1294,0,0,0,0,1,4
2020-04-30,1090200527602,0,44,0,0,15000.0,7,7,23,0,0,0,0,1,2,0,0,825,0,0,0,0,1,7
2020-04-30,1090200529044,0,33,0,0,8000.0,4,4,45,0,0,0,0,1,2,0,0,236,0,0,0,0,0,0
2020-04-30,1090200535567,0,38,1,0,7800.0,13,13,12,0,0,0,0,1,1,0,0,380,0,0,0,0,1,8
2020-04-30,1090200536512,0,43,0,0,15000.0,2,8,7,0,0,0,0,1,2,0,0,755,0,0,0,0,0,0
2020-04-30,1090200537799,0,61,0,0,15500.0,7,13,45,0,0,0,0,1,2,0,0,833,0,0,0,0,0,0
2020-04-30,1090200540366,0,64,1,0,5500.0,5,12,10,0,0,0,0,1,3,0,0,278,0,0,0,0,0,0
2020-04-30,1090200546143,0,41,0,0,9000.0,0,7,37,0,0,0,0,1,2,0,0,204,0,0,0,0,0,0
2020-04-30,1090200549096,0,25,0,0,11000.0,7,7,45,0,0,0,0,1,3,0,0,482,0,0,0,0,0,0
2020-04-30,1090200549185,0,48,0,0,31000.0,11,17,19,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0
2020-04-30,1090200550426,0,30,0,0,25000.0,7,7,12,0,0,0,0,1,1,0,0,809,0,0,0,0,0,0
2020-04-30,1090200550787,0,30,0,0,30000.0,8,8,12,0,0,0,0,1,1,0,0,1134,0,0,0,0,0,0
2020-04-30,1090200554545,0,36,1,0,10000.0,12,12,12,0,0,0,0,1,3,0,0,0,0,0,0,0,1,9
2020-04-30,1090200554677,0,54,0,0,10000.0,7,7,12,0,0,0,0,1,2,0,0,447,0,0,0,0,1,8
2020-04-30,1090200555363,0,39,0,0,23000.0,7,7,37,0,0,0,0,1,2,0,0,1060,0,0,0,0,0,0
2020-04-30,1090200555762,0,37,0,0,30000.0,5,5,12,0,0,0,0,1,1,0,0,1274,0,0,0,0,0,0
2020-04-30,1090200559466,0,37,1,0,35000.0,9,9,37,0,0,0,0,1,3,0,0,1485,0,0,0,0,0,0
2020-04-30,1090200559580,0,49,1,0,6500.0,9,9,6,0,0,0,0,1,4,0,0,247,0,0,0,0,1,4
2020-04-30,1090200560286,0,51,1,0,5000.0,2,2,6,0,0,0,0,1,3,0,0,368,0,0,0,0,0,0
2020-04-30,1090200561525,0,32,0,0,96000.0,8,8,19,0,0,0,0,1,1,0,0,2352,0,0,0,0,0,0
2020-04-30,1090200562025,0,25,0,0,5000.0,8,8,9,0,0,0,0,1,4,0,0,72,0,0,0,0,1,4
2020-04-30,1090200563498,0,34,1,0,28000.0,7,7,37,0,0,0,0,1,2,0,0,1305,0,0,0,0,0,0
2020-04-30,1090200564851,0,56,1,0,40000.0,6,6,6,0,0,0,0,1,1,0,0,1708,0,0,0,0,0,0
2020-04-30,1090200565091,0,42,1,0,5000.0,6,6,12,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0
2020-04-30,1090200565326,0,62,0,1,30000.0,6,6,6,0,0,0,0,1,0,0,0,1007,0,0,0,0,0,0
2020-04-30,1090200566144,0,55,0,0,30000.0,5,5,12,0,0,0,0,1,3,0,0,786,0,0,0,0,1,5
2020-04-30,1090200567175,0,52,0,0,50000.0,4,4,6,0,0,0,0,1,1,0,0,1752,0,0,0,0,1,4
2020-04-30,1090200567591,0,41,0,0,69000.0,4,4,6,0,0,0,0,1,0,0,0,1660,0,0,0,0,0,0
2020-04-30,1090200568104,0,69,1,1,50000.0,4,4,6,0,0,0,0,1,2,0,0,757,0,0,0,0,0,0
2020-04-30,1090200569534,0,28,1,0,10100.0,2,2,6,0,0,0,0,1,2,0,0,172,0,0,0,0,0,0
2020-04-30,1090200570052,0,40,0,0,20000.0,3,3,6,0,0,0,0,1,3,0,0,733,0,0,0,0,0,0
2020-04-30,1090200571709,0,36,1,0,1500.0,2,2,6,0,0,0,0,1,1,0,0,63,0,0,0,0,0,0
2020-04-30,1090200572004,0,46,0,0,35000.0,2,2,45,0,0,0,0,1,0,0,0,1480,0,0,0,0,0,0
2020-04-30,1090200572080,0,51,0,1,20050.0,2,2,6,0,0,0,0,1,1,0,0,1119,0,0,0,0,0,0
2020-04-30,1090300023361,0,39,1,0,17000.0,6,6,8,0,0,0,0,1,3,0,0,675,0,0,0,0,0,0
2020-04-30,1090300026794,0,56,0,1,20000.0,7,7,26,0,0,0,0,1,1,0,0,808,0,0,0,0,0,0
2020-04-30,1090300026832,0,59,0,1,10000.0,2,2,14,0,0,0,0,1,2,0,0,221,0,0,0,0,0,0
2020-04-30,1090300034428,0,63,0,1,30000.0,8,8,1,0,0,0,0,1,1,0,0,989,0,0,0,0,0,0
2020-04-30,1090300040100,0,54,1,0,5000.0,3,3,30,0,0,0,0,1,1,0,0,74,0,0,0,0,0,0
2020-04-30,1090300062456,0,64,1,1,5000.0,6,6,37,0,0,0,0,1,3,0,0,271,0,0,0,0,0,0
2020-04-30,1090300117293,0,69,0,1,11000.0,9,114,12,0,0,0,0,1,1,0,0,166,0,0,0,0,0,0
2020-04-30,1090300117951,0,61,1,0,35000.0,8,118,40,0,0,0,0,1,1,0,0,230,0,0,0,0,0,0
2020-04-30,1090300167622,0,45,1,0,11200.0,6,6,11,0,0,0,0,1,2,0,0,60,0,0,0,0,0,0
2020-04-30,1090300171271,0,60,1,1,10500.0,7,12,37,0,0,0,0,2,0,0,0,225,0,0,0,0,0,0
2020-04-30,1090300196495,0,33,1,0,50000.0,7,7,72,0,0,0,0,1,2,0,0,2120,0,0,0,0,0,0
2020-04-30,1090300234338,0,73,0,1,30000.0,4,95,69,0,0,0,0,1,0,0,0,374,0,0,0,0,0,0
2020-04-30,1090300253022,0,60,1,1,11300.0,2,110,37,0,0,0,0,1,1,0,0,498,0,0,0,0,0,0
2020-04-30,1090300262536,0,65,1,0,29500.0,4,4,73,0,0,0,0,1,1,0,0,1096,0,0,0,0,0,0
2020-04-30,1090300272311,0,36,0,0,137725.4,52,52,40,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20
2020-04-30,1090300281638,0,49,0,0,20000.0,13,13,26,0,0,0,0,1,2,0,0,658,0,0,0,0,0,0
2020-04-30,1090300282693,0,52,0,0,40000.0,6,105,26,0,0,0,0,1,2,0,0,1000,0,0,0,0,0,0
2020-04-30,1090300301434,0,57,1,1,3000.0,5,5,72,0,0,0,0,1,3,0,0,155,0,0,0,0,0,0
2020-04-30,1090300319104,0,43,1,0,23000.0,6,17,14,0,0,0,0,1,2,0,0,245,0,0,0,0,0,0
2020-04-30,1090300348660,0,68,1,1,65770.43,25,117,72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8
2020-04-30,1090300391395,0,35,1,0,15000.0,8,8,69,0,0,0,0,1,4,0,0,553,0,0,0,0,0,0
2020-04-30,1090300396991,0,55,1,0,50500.0,3,100,19,0,0,0,0,1,0,0,0,1736,0,0,0,0,0,0
2020-04-30,1090300407500,0,69,1,0,28000.0,8,8,9,0,0,0,0,1,1,0,0,1024,0,0,0,0,0,0
2020-04-30,1090300417416,0,50,1,0,20000.0,17,17,4,0,0,0,0,1,2,0,0,0,0,0,0,0,1,11
2020-04-30,1090300426172,0,59,1,0,30000.0,7,94,26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2020-04-30,1090300427837,0,42,1,0,1500.0,7,17,72,0,0,0,0,2,3,0,0,164,0,0,0,0,1,8
2020-04-30,1090300435961,0,68,0,0,8000.0,10,10,26,0,0,0,0,1,2,0,0,3902,0,0,0,0,0,0
2020-04-30,1090300442674,0,28,1,0,20000.0,7,7,9,0,0,0,0,1,1,0,0,148,0,0,0,0,0,0
2020-04-30,1090300456420,0,33,0,1,5000.0,3,3,9,0,0,0,0,1,4,0,0,288,0,0,0,0,0,0
2020-04-30,1090300465453,0,39,1,0,60000.0,7,7,3,0,0,0,0,1,1,0,0,1594,0,0,0,0,1,8
2020-04-30,1090300471119,0,35,1,0,10000.0,3,8,122,0,0,0,0,2,0,0,0,1790,0,0,0,0,0,0
2020-04-30,1090300472689,0,55,1,0,15000.0,3,3,1,0,0,0,0,1,1,0,0,701,0,0,0,0,1,2
2020-04-30,1090300475734,0,41,1,0,2000.0,5,5,11,0,0,0,0,1,2,0,0,209,0,0,0,0,0,0
2020-04-30,1090300485284,0,26,1,0,20000.0,7,11,4,0,0,0,0,2,2,0,0,3401,0,0,0,0,0,0
2020-04-30,1090300497452,0,39,0,0,10000.0,6,6,122,0,0,0,0,1,2,0,0,257,0,0,0,0,0,0
2020-04-30,1090300498645,0,34,1,0,50000.0,2,2,3,0,0,0,0,1,2,0,0,1131,0,0,0,0,0,0
2020-04-30,1090300498661,0,43,0,0,10000.0,2,8,122,0,0,0,0,2,0,0,0,1278,0,0,0,0,0,0
2020-04-30,1090300501107,0,56,0,0,6000.0,7,55,26,0,0,0,0,1,4,0,0,459,0,0,0,0,0,0
2020-04-30,1090300505421,0,37,1,0,20000.0,13,13,122,0,0,0,0,1,1,0,0,346,0,0,0,0,0,0
2020-04-30,1090300525073,1,37,1,0,25000.0,11,11,75,0,0,0,0,1,1,0,0,846,0,0,0,0,0,0
2020-04-30,1090300530468,0,51,1,0,50000.0,8,8,122,0,0,0,0,1,0,0,0,884,0,0,0,0,0,0
2020-04-30,1090300532045,0,66,0,1,10000.0,1,1,14,0,0,0,0,1,2,0,0,172,0,0,0,0,0,0
2020-04-30,1090300534315,0,47,1,0,19000.0,10,10,9,0,0,0,0,1,1,0,0,732,0,0,0,0,1,7
2020-04-30,1090300542156,0,49,0,0,50000.0,2,37,11,0,0,0,0,1,1,0,0,600,0,0,0,0,0,0
2020-04-30,1090300548570,0,34,0,0,8000.0,3,3,72,0,0,0,0,1,3,0,0,549,0,0,0,0,0,0
2020-04-30,1090300550761,0,32,1,0,30000.0,3,3,2,0,0,0,0,1,0,0,0,1463,0,0,0,0,1,3
2020-04-30,1090300551520,0,69,0,1,5000.0,6,6,1,0,0,0,0,1,4,0,0,88,0,0,0,0,1,6
2020-04-30,1090300554391,0,68,1,0,35000.0,9,9,4,0,0,0,0,1,2,0,0,594,0,0,0,0,0,0
2020-04-30,1090300557960,0,28,0,0,58000.0,8,8,72,0,0,0,0,1,0,0,0,732,0,0,0,0,1,8
2020-04-30,1090300565300,0,33,0,0,6000.0,5,5,72,0,0,0,0,1,2,0,0,255,0,0,0,0,0,0
2020-04-30,1090300568619,0,55,0,0,24000.0,7,7,26,0,0,0,0,1,1,0,0,897,0,0,0,0,0,0
2020-04-30,1090300570427,0,48,0,0,6000.0,5,13,1,0,0,0,0,1,3,0,0,384,0,0,0,0,1,6
2020-04-30,1090300573370,0,34,1,1,20000.0,3,3,69,0,0,0,0,1,1,0,0,733,0,0,0,0,0,0
2020-04-30,1090300573531,0,49,1,0,5000.0,12,12,26,0,0,0,0,1,3,0,0,33,0,0,0,0,0,0
2020-04-30,1090300573591,0,30,0,0,25000.0,5,5,72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
2020-04-30,1090300573965,0,43,0,1,10000.0,7,7,26,0,0,0,0,1,2,0,0,470,0,0,0,0,0,0
2020-04-30,1090300582174,0,40,1,1,30000.0,7,7,26,0,0,0,0,1,1,0,0,1072,0,0,0,0,0,0
2020-04-30,1090300582417,0,74,0,1,25300.0,2,8,26,0,0,0,0,1,1,0,0,692,0,0,0,0,0,0
2020-04-30,1090300592013,0,26,0,0,35000.0,9,9,69,0,0,0,0,1,1,0,0,313,0,0,0,0,1,8
2020-04-30,1090300592081,0,67,0,0,60000.0,7,7,12,0,0,0,0,1,1,0,0,1678,0,0,0,0,0,0
2020-04-30,1090300592633,0,41,0,0,26000.0,9,9,69,0,0,0,0,1,0,0,0,462,0,0,0,0,1,8
2020-04-30,1090300594261,0,53,0,0,20000.0,7,7,69,0,0,0,0,1,1,0,0,4188,0,0,0,0,0,0
2020-04-30,1090300597058,0,39,0,0,10000.0,7,7,12,0,0,0,0,1,1,0,0,54,0,0,0,0,0,0
2020-04-30,1090300597601,0,59,1,0,10000.0,7,7,26,0,0,0,0,1,2,0,0,407,0,0,0,0,0,0
2020-04-30,1090300597635,0,46,0,1,50000.0,7,7,12,0,0,0,0,1,0,0,0,587,0,0,0,0,0,0
2020-04-30,1090300598488,0,59,0,0,15500.0,6,6,8,0,0,0,0,1,2,0,0,97,0,0,0,0,0,0
2020-04-30,1090300599328,0,45,0,0,3000.0,3,3,2,0,0,0,0,1,2,0,0,162,0,0,0,0,1,3
2020-04-30,1090300599417,0,51,0,0,20000.0,6,6,2,0,0,0,0,1,1,0,0,1048,0,0,0,0,1,3
2020-04-30,1090300599760,0,34,0,0,20000.0,6,6,69,0,0,0,0,1,2,0,0,3648,0,0,0,0,0,0
2020-04-30,1090300603210,0,53,0,0,20000.0,4,4,69,0,0,0,0,1,1,0,0,514,0,0,0,0,0,0
2020-04-30,1090300604097,0,54,0,0,31000.0,3,3,9,0,0,0,0,1,0,0,0,867,0,0,0,0,0,0
2020-04-30,1090300608696,0,38,1,1,60550.0,2,2,3,0,0,0,0,1,0,0,0,762,0,0,0,0,0,0
2020-04-30,1090300609650,0,50,0,1,15000.0,2,2,122,0,0,0,0,1,1,0,0,961,0,0,0,0,0,0
2020-04-30,1090300609897,0,37,1,0,15000.0,1,1,9,0,0,0,0,1,1,0,0,820,0,0,0,0,0,0
2020-04-30,1090300610046,0,37,1,0,20000.0,1,1,69,0,0,0,0,1,2,0,0,1001,0,0,0,0,0,0
2020-04-30,1090300610763,0,59,1,0,8000.0,1,1,26,0,0,0,0,1,3,0,0,392,0,0,0,0,0,0
2020-04-30,1090400018384,1,45,0,0,40000.0,8,40,31,0,0,0,0,1,1,0,0,845,0,0,0,0,0,0
2020-04-30,1090400048194,1,64,0,1,20000.0,5,5,8,0,0,0,0,1,2,0,0,1104,0,0,0,0,0,0
2020-04-30,1090400050601,1,37,1,0,42000.0,11,11,25,0,0,0,0,1,0,0,0,2077,0,0,0,0,0,0
2020-04-30,1090400058165,1,58,0,1,60000.0,4,30,25,0,0,0,0,2,0,0,0,1889,0,0,0,0,0,0
2020-04-30,1090400058173,1,58,1,1,22000.0,10,10,31,0,0,0,0,1,3,0,0,207,0,0,0,0,0,0
2020-04-30,1090400070149,1,58,0,0,35000.0,7,7,25,0,0,0,0,1,0,0,0,869,0,0,0,0,0,0
2020-04-30,1090400073768,1,64,0,1,19000.0,9,9,15,0,0,0,0,1,1,0,0,317,0,0,0,0,0,0
2020-04-30,1090400075698,0,39,0,0,20000.0,2,10,39,0,0,0,0,2,0,0,0,2782,0,0,0,0,0,0
2020-04-30,1090400084841,1,57,1,0,15100.0,6,6,72,0,0,0,0,1,1,0,0,341,0,0,0,0,0,0
2020-04-30,1090400098426,1,49,1,0,1000.0,1,1,39,0,0,0,0,1,1,0,0,29,0,0,0,0,0,0
2020-04-30,1090400102741,1,31,1,0,5000.0,5,5,11,0,0,0,0,1,4,0,0,343,0,0,0,0,0,0
2020-04-30,1090400102857,0,54,1,1,10000.0,2,2,5,0,0,0,0,1,4,0,0,370,0,0,0,0,0,0
2020-04-30,1090400132349,1,42,1,0,15500.0,6,58,84,0,0,0,0,1,3,0,0,1495,0,0,0,0,1,3
